,game,model,experiment,episode,metric,value
150,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_13,Aborted,0.0
151,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_13,Lose,0.0
152,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_13,Success,1.0
153,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_13,Request Count,3.0
154,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_13,Parsed Request Count,3.0
155,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_13,Violated Request Count,0.0
156,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_13,Request Success Ratio,1.0
157,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_13,Main Score,100.0
158,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_13,repeats guess,0.0
159,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_13,total guess repetitions,0.0
160,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_14,Aborted,0.0
161,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_14,Lose,1.0
162,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_14,Success,0.0
163,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_14,Request Count,10.0
164,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_14,Parsed Request Count,10.0
165,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_14,Violated Request Count,0.0
166,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_14,Request Success Ratio,1.0
167,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_14,Main Score,0.0
168,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_14,repeats guess,0.0
169,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_14,total guess repetitions,0.0
170,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_15,Aborted,0.0
171,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_15,Lose,1.0
172,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_15,Success,0.0
173,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_15,Request Count,8.0
174,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_15,Parsed Request Count,8.0
175,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_15,Violated Request Count,0.0
176,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_15,Request Success Ratio,1.0
177,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_15,Main Score,0.0
178,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_15,repeats guess,0.0
179,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_15,total guess repetitions,0.0
180,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_16,Aborted,1.0
181,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_16,Lose,0.0
182,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_16,Success,0.0
183,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_16,Request Count,4.0
184,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_16,Parsed Request Count,3.0
185,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_16,Violated Request Count,1.0
186,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_16,Request Success Ratio,0.75
187,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_16,Main Score,
188,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_16,repeats guess,
189,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_16,total guess repetitions,
190,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_17,Aborted,0.0
191,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_17,Lose,1.0
192,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_17,Success,0.0
193,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_17,Request Count,8.0
194,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_17,Parsed Request Count,8.0
195,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_17,Violated Request Count,0.0
196,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_17,Request Success Ratio,1.0
197,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_17,Main Score,0.0
198,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_17,repeats guess,0.0
199,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_17,total guess repetitions,0.0
200,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_18,Aborted,0.0
201,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_18,Lose,0.0
202,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_18,Success,1.0
203,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_18,Request Count,5.0
204,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_18,Parsed Request Count,5.0
205,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_18,Violated Request Count,0.0
206,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_18,Request Success Ratio,1.0
207,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_18,Main Score,30.0
208,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_18,repeats guess,0.0
209,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_18,total guess repetitions,0.0
210,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Aborted,0.0
211,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Lose,1.0
212,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Success,0.0
213,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Request Count,6.0
214,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Parsed Request Count,6.0
215,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Violated Request Count,0.0
216,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Request Success Ratio,1.0
217,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Main Score,0.0
218,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,repeats guess,0.0
219,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,total guess repetitions,0.0
220,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Aborted,0.0
221,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Lose,1.0
222,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Success,0.0
223,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Request Count,6.0
224,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Parsed Request Count,6.0
225,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Violated Request Count,0.0
226,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Request Success Ratio,1.0
227,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Main Score,0.0
228,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,repeats guess,0.0
229,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,total guess repetitions,0.0
230,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Aborted,1.0
231,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Lose,0.0
232,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Success,0.0
233,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Request Count,5.0
234,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Parsed Request Count,4.0
235,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Violated Request Count,1.0
236,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Request Success Ratio,0.8
237,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Main Score,
238,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,repeats guess,
239,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,total guess repetitions,
240,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Aborted,0.0
241,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Lose,1.0
242,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Success,0.0
243,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Request Count,6.0
244,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Parsed Request Count,6.0
245,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Violated Request Count,0.0
246,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Request Success Ratio,1.0
247,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Main Score,0.0
248,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,repeats guess,0.0
249,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,total guess repetitions,0.0
250,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Aborted,0.0
251,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Lose,1.0
252,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Success,0.0
253,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Request Count,6.0
254,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Parsed Request Count,6.0
255,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Violated Request Count,0.0
256,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Request Success Ratio,1.0
257,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Main Score,0.0
258,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,repeats guess,0.0
259,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,total guess repetitions,0.0
260,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Aborted,0.0
261,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Lose,0.0
262,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Success,1.0
263,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Request Count,4.0
264,wordle,0_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Parsed Request Count,4.0
